content,hashtag,user,timestamp
2023 Global Health Catalyst Summit @ UPenn Irvine Auditorium (5/4/23-5/6/23) - Registration,UPenn,Cordy Baffic,2023-05-04 16:01:26+00:00
"🚨  Recreation Hours Update 🚨 
Pottruck Health &amp; Fitness will be open over the summer with reduced hours. All changes can be found online at  .",UPenn,Grad Center at Penn,2023-05-04 16:00:29+00:00
"The Penn Program in Environmental Humanities partnered with @whyy to host the My Climate Story Storytelling Festival for Philadelphia high school students. ""It's stories that move people to action,"" said Aman Sharma, C'25, a PPEH intern.  @Penn @PPEHLab",UPenn,Penn Arts & Sciences,2023-05-04 16:00:19+00:00
@CoachDupont @PENNfb Thanks for the follow coach! I’m looking forward to meeting you in person at the UPenn Camp on July 23rd.,UPenn,Jimmie Winbush Jr,2023-05-04 15:44:39+00:00
You Can Become a Cybersecurity Professional in 24 Weeks,UPenn,doctor moonie,2023-05-04 15:37:09+00:00
"Born  in 1923, Walter Lear was a passionate advocate for health care reform who founded the Institute of Social Medicine and Community Health and collected records documenting health activism in the United States.",UPenn,The Penn Libraries,2023-05-04 15:34:00+00:00
"@wendyp4545 Wendy, I keep saying UPenn for a reason.",UPenn,"John Chamberlain, MHA, LFACHE🍊",2023-05-04 15:32:19+00:00
"Congratulations to our  graduates on their acceptances to prestigious universities across the nation including Princeton, MIT, Yale, UPenn, Brown, NSU, UF, FSU, and UCF. Acceptance letters continue to come in, so stay tuned as we share an updated list of schools!",UPenn,University School,2023-05-04 15:31:24+00:00
"@Balyhooloo @StevePhillipsMD Thanks for that link.

You should check this out 

Humans have been living with monkeys since forever but HIV became an epidemic only from the 80's on? Also, I've read that COVID has a part from HIV.",UPenn,Meradu,2023-05-04 15:24:38+00:00
"Join SP2 at the Caster Building Courtyard tent during Penn's ! Reception Friday, 5/12, 6-8 p.m. Jazz Brunch Sunday, 5/14, 12:00-2:00 p.m. [Image: ""Alumni Weekend May 12-15, 2023"" above a drawing of the Penn campus] Register:",UPenn,PennSP2,2023-05-04 15:24:05+00:00
"What is a Subchondral bone, and why is it critical to your horse's health?

Find out Tuesday, May 9, during our next  – “What Lies Beneath: The Importance of Subchondral Bone for Joint Health.”

👉 Register today:",UPenn,Willowdale Steeplech,2023-05-04 15:21:59+00:00
"That dissertation if you are interested:

Reliable Witnesses, Crackpot Science: Ufo Investigations In Cold War America, 1947-1977
Kate Dorsch, University of Pennsylvania, 2019",UPenn,👽Who is Axelrod 👽,2023-05-04 15:16:36+00:00
"Philly Tech Week returns on May 5th-13th featuring a week-long celebration of in-person &amp; virtual events focused on technology &amp; innovation in Philadelphia!

View the full schedule of Pennovation @ Philly Tech Week events here: 

 
@TechnicallyPHL",UPenn,Pennovation Works,2023-05-04 15:15:09+00:00
How Defining a Brand Purpose Can Build Consumer Trust,UPenn,"Annette Franz, CCXP",2023-05-04 15:15:05+00:00
May is  and we're featuring tips to advocate for your mental health! Be . Honest communication with your therapist can help indicate if treatment is working or another one is needed. Visit:,UPenn,Cohen Clinic at Penn,2023-05-04 15:14:09+00:00
Congratulations to the LPS 2023 Dean's Scholars Gabrielle Solair (BAAS) and Elana (Ellie) Forman (MLA). Learn more about our Dean Scholars here:,UPenn,Penn LPS,2023-05-04 15:14:06+00:00
"Our Pre-baccalaureate Program gives students the chance to earn 
@Wharton college-credit online while exploring business topics not typically available at the high school level.

View our online course offerings for June - August '23 and apply by May 12!",UPenn,Wharton Global Youth Program,2023-05-04 15:10:06+00:00
The IEEE RAS TC on Computer and Robot Vision is sponsoring the Inclusion@RSS 2023 fellowship program to enable and enhance the participation of traditionally underrepresented groups at RSS @RoboticsSciSys. Apply before May 15!,UPenn,IEEE RAS TC for Computer & Robot Vision,2023-05-04 15:08:57+00:00
The Image of the Book: Representing the Codex from Antiquity to the Present | Penn Libraries. Coming this fall!,UPenn,CHADI,2023-05-04 14:54:14+00:00
Just a reminder that course registration is still open for summer. We hope you can join us! For more information on courses and the enrollment process:,UPenn,Penn Summer Sessions,2023-05-04 14:54:07+00:00
"Lia Thomas and other students at UPenn created a “Trans-Inclusive Language Guide” in 2021.

Here’s how they defined “women”:",UPenn,🍀Melanie🍀,2023-05-04 14:51:25+00:00
Today at noon!,UPenn,UPenn Dept of Biochem & Biophys,2023-05-04 14:46:59+00:00
In this @whartonmagazine article I argue that values from ancient civilizations like China and India's can help us seize opportunities for technological and financial innovation today,UPenn,Ovie,2023-05-04 14:43:17+00:00
"in·dig·e·nous - Inhabiting or existing in a land from the earliest times or from before the arrival of colonists. Folks that are 100% European, (like myself), can also be indigenous due to my DNA being 94% Irish. Let that sink in, Lol.",UPenn,Brad Porcellato,2023-05-04 14:39:25+00:00
"BIG Congratulations to @Nicole_D_Marino who just signed her offer letter at UPenn @PennVet Pathobiology Departmant to start her own lab! The Marino lab opens Jan 1, 2024 focusing on new discoveries at the interface of phage and host immunity! s/o to Chair @BrodskyIgor",UPenn,Héloïse Carion,2023-05-04 14:38:02+00:00
": Registration for @MDBRide4Rare is now open!🥳🚲 Join @ODC_UPenn on Saturday, June 10th for their 10th Annual Million Dollar Bike Ride in support of  research🚴🔬  Learn more &amp; register➡️",UPenn,Penn Medicine EVDCSO,2023-05-04 14:35:00+00:00
"In a recent post for @PennLDI, PC3I Faculty Samuel Takvorian shared how changes to  policies could increase  in , building off of ideas he expressed in his 2021 PC3I blog post.",UPenn,Penn LDI,2023-05-04 14:32:54+00:00
"We are excited to announce the launch of our new RAISE Research Directory, a comprehensive catalog of the sex &amp; gender research landscape at our institution. Visit  to learn more about this initiative!",UPenn,Penn FOCUS on Health & Leadership for Women,2023-05-04 14:32:39+00:00
"Today at 2pm Eastern: @AmerAcadPeds hosts a webinar for pediatricians on lead poisoning prevention.  

Vital tool for all ,  practitioners, and those working in the health field directly with children.

Learn more and register:",UPenn,Philly's Center: Children's Environmental Health,2023-05-04 14:29:00+00:00
New research from  highlights the needs and experiences of Black mothers during breastfeeding. The findings reveal important insights that can guide healthcare providers in better supporting Black breastfeeding families:,UPenn,Myra Donnelley,2023-05-04 14:27:38+00:00
"Oh look, UPenn Board of Trustees, InQTel Board of Trustees and the CEO of Cloudflare.

This must be the InQTel connection you were referring to, @GailGolec.

(InQTel and EcoHealth Alliance compete to see who can be the CIA’s most blatantly obvious front organization.)

🤣🤣🤣",UPenn,Hudson Rippon,2023-05-04 14:22:22+00:00
"Don't miss our May 4th webinar (noon-1pm EST) with  @DrDesmondPatton presenting ""Community Data Science Approach to Gun Violence Prevention""   

You can register for our webinar series here:",UPenn,PennMindCORE,2023-05-04 14:15:35+00:00
"Mark the day! We are calling on you to join the upcoming International Day of Solidarity with Political Prisoners in  on May 21. Please help us by organizing or attending events, donating funds &amp; helping to raise awareness. More details will follow soon.",UPenn,Upenn.REES,2023-05-04 14:12:04+00:00
@DrLiMengYAN1 UPENN and the mRNA 👇,UPenn,Hermia Ip,2023-05-04 14:10:45+00:00
"Red Army soldiers celebrating the capture of Berlin, May 1945",UPenn,Upenn.REES,2023-05-04 14:10:37+00:00
"An room in the Intourist Hotel overlooking the Kremlin and the Red Square (Moscow, 1978).",UPenn,Upenn.REES,2023-05-04 14:10:13+00:00
"This week's  Data Science Seminar (5/3, 4PM - BRB Gaulton Auditorium/Virtual) on novel approaches in the treatment of 's Disease is led by Gyungah Jun, PhD (@BUMedicine) and hosted by @PennAI2D. More info:",UPenn,AI2D,2023-05-04 14:05:32+00:00
"REMINDER:
The Robotics MSE Capstone Presentations will be virtually streamed today at 4pm! For info on how to attend, please use this link:",UPenn,GRASP Laboratory,2023-05-04 14:05:31+00:00
"FAME’s Board Chair, Dr. Michael Rubenstein has been pivotal in establishing the long-term partnership between the UPenn Perelman School of Medicine and FAME to run an annual neurology resident rotation. Here is a video on the Neuro team's work at FAME",UPenn,FAME Africa,2023-05-04 14:02:41+00:00
"@gimbaled @BBCWorld ""Man dies"" is an active clause, not passive. 

""A man was murdered"", which you suggest, is a passive clause. 

""A man murdered another"" is an active clause.",UPenn,Pranesh Prakash,2023-05-04 14:00:52+00:00
"CERL Roundup: Augmenting human performance for war, expanding rehabilitation research to combat domestic violent extremism, and more -",UPenn,Center for Ethics and the Rule of Law (CERL),2023-05-04 14:00:43+00:00
"Learn to achieve social impact through giving with experts at @ImpactSP2  this spring. Join the High Impact Philanthropy Academy on Penn’s Ivy League campus May 17-19, then continue online to earn your certificate. Learn more and apply:",UPenn,Center for High Impact Philanthropy,2023-05-04 14:00:13+00:00
"Please join us Thursday (05/11) for a hybrid CCEB &amp; DBEI seminar with F. Perry Wilson, MD, MSCE (Professional Profile: 

Zoom access: ccebdbeiepiseminar@pennmedicine.upenn.edu

Seminar files: 
2023 schedule:",UPenn,UPenn CCEB,2023-05-04 13:52:05+00:00
We have more  trigger tips on our website at,UPenn,Philly's Center: Children's Environmental Health,2023-05-04 13:28:08+00:00
"Making what’s next in medicine: Why research at @PennMedicine powers many @US_FDA-approved treatments ft. Robert Vonderheide, @carlhjune, @jonepstein1, Jean Bennett, Albert Maguire, James Wilson, @WeissmanLab, @kkariko, @kiranmusunuru &amp; Larry Jameson",UPenn,UPenn I3H,2023-05-04 13:27:07+00:00
"Congratulations to @PennMedicine's Rina Kim, @jorge_ortzc (@IGGPenn), Blake Tobias (@PennMEHP MHCI), @deeparamadurai (@Penn_MSHP) &amp; Mario Gallardo (MSMP) on being named 2022-2023 @Penn Graduate Leadership Awardees!🎉",UPenn,UPenn I3H,2023-05-04 13:26:05+00:00
"We are thrilled to announce the election of 120 members and 23 international members to the National Academy of Sciences in recognition of their distinguished and continued achievements in original research. 

Congratulations to our new !",UPenn,UPenn I3H,2023-05-04 13:24:42+00:00
"If you're a member of SITC, please vote for Avery (@IAmDrDex) He's amazing and passionate about what he does... and if you're not a member of SITC and you do cancer immunotherapy, why not join.",UPenn,UPenn I3H,2023-05-04 13:24:33+00:00
I'm thrilled to announce that I have accepted an offer from the Pathobiology Department at @pennvet! My lab will explore the molecular arms race between bacteria and their phages. Heartfelt thanks to my mentors @joeBondyDenomy and John Boothroyd for their guidance over the years.,UPenn,UPenn I3H,2023-05-04 13:24:16+00:00
Congrats to PGY-4 superstar Eva Urrechaga @urrechisme for matching at UPenn Vascular Surgery! @pennsurgery @PennVascular,UPenn,"Ana Reyes, MD, MPH",2023-05-04 13:21:01+00:00
"@elonmusk @GailAlfarATX Purpose of civilization should be: accelerating human flourishing. Check out the work of the Vatican (Gregorian), Harvard, UPENN, and Humanity 2.0. They are leading the development of a new human flourishing framework. Basically Linux for civilization 2.0.",UPenn,Matthew Sanders,2023-05-04 13:20:00+00:00
Fallout from the : What’s Ahead?,UPenn,ᑕᖇYᑭTO ᗰIᑕᕼI 😻🐼,2023-05-04 13:18:08+00:00
Blessed to receive an offer from UPENN! @CoachDupont @CoachFranklin48 @HSEFootball,UPenn,Kevin Baker,2023-05-04 13:16:06+00:00
"Drs. Zhi Ren, Justin Burrell, Marshall Padilla, and Dennis Sourvanos, all fellows of CiPD, @PennEngineers, and PDM's Collaborative Center, all recently received various research awards for their work in dentistry, medicine, and engineering.

Visit  for more",UPenn,"Neal Kravitz, DMD MS",2023-05-04 13:06:01+00:00
"🏆Congrats to the winning teams of the School's Senior Design Competition!

Technology &amp; Innovation Award --&gt; BAMBI
Judges’ Choice Award -- &gt; StablEyes
Social Impact Award --&gt; Eco2ncrete
Leadership Award --&gt; PopEye

Learn more about teams and projects 🔗:",UPenn,GRASP Laboratory,2023-05-04 12:59:33+00:00
"A team from Alexandria, Va., won @WhartonYouth's Global High School Investment Competition finals, emerging from a pool of 3,200 teams from 53 countries: 

Finalists heard from Wharton faculty and pitched investment strategies to a panel of expert judges.",UPenn,Wharton Global Youth Program,2023-05-04 12:48:40+00:00
"This Week, 2.0 Ethics CLE Credits — The COVID Origins Debate: What Is at Stake for U.S. National Security? -",UPenn,心意安,2023-05-04 12:38:27+00:00
@2ruthSayer @dandersen9465 @FoxNews Lowly educated? He went to UPenn,UPenn,great gambino,2023-05-04 12:15:53+00:00
".@UofPenn Professor finds that Instead of refuting  head-on, try ‘bypassing’ it. Result: Just as effective as refutation. I wonder if there's less  implications w bypassing.   @wharton @SXMMarketing",UPenn,Dr. Americus Reed II,2023-05-04 12:07:00+00:00
"Today, 2.0 Ethics CLE Credits — The COVID Origins Debate: What Is at Stake for U.S. National Security? -",UPenn,Center for Ethics and the Rule of Law (CERL),2023-05-04 12:00:33+00:00
TODAY @ NOON EST: Join us at for a talk about included-variable bias and everything but the kitchen sink with Dr. Sharad Goel. Need more info? Go to,UPenn,Penn Center for Health Incentives+Behavioral Econ,2023-05-04 12:00:01+00:00
"Strong communication, analytical skills &amp; an ability to build relationships are essential to a career in .

Read our interview w/ @Wharton's inaugural Chief Diversity, Equity &amp; Inclusion Officer, Renita Miller, who details the importance of her work:",UPenn,Renita Miller,2023-05-04 11:50:19+00:00
"@sdcrosby @omunderdal @RepMTG Hmmm he did not say either way which is very smart on his part. Lots of smoke Lots! The laptop, whistleblowers, business associates, SAR reports and China donations! If you’re objective at all you have to agree it looks really bad!",UPenn,PatriotJewel,2023-05-04 11:29:31+00:00
"I wanted to clarify my views on AI outputs and the First Amendment, especially in era of good LLMs  -- a topic I wrote about in 2013 in a piece called ""Machine Speech"" (which was about all machine speech, not just LLMs).",UPenn,Guarini Global Law & Tech - NYU Law,2023-05-04 11:25:53+00:00
"@HHMINEWS said they would raise all their postdocs to 70k a year. @StJude also raised their compensation to a starting salary of 70k with yearly increases. @Yale and @upenn gave a substantial increase, from previous years. The trend is going in the right direction!",UPenn,"Michael Mauro, PhD",2023-05-04 11:25:43+00:00
You Can Become a Web Developer in 12 Weeks,UPenn,Michael Pane,2023-05-04 10:57:15+00:00
@FOX29philly @KarenFox29 @MikeFOX29 my grandmother is currently battling stage 4 pancreatic cancer. She went to Chestnut Hill &amp; they took multiple scans of her abdomen and kept saying they found nothing. But  UPenn found the mass. She had been complaining of pain,UPenn,Ms. Blunt,2023-05-04 10:46:42+00:00
"on May 11 will be a field trip! @leoba will be attending the International Congress on Medieval Studies at Western Michigan University @KzooICMS, and she'll show off a recently acquired book of hours from their collection.",UPenn,Stuart Kells,2023-05-04 09:31:55+00:00
More than a century of research is vividly shared in “An Illustrated Guide to Dinosaur Feeding Biology” by Ali Nabavizadeh of @pennvet and David B. Weishampel of @JohnsHopkins.,UPenn,AskAnatomist,2023-05-04 09:31:30+00:00
"They have one idea, one. Meanwhile their deadly discourse (as I call it, after Berlant and Warner  continues to destroy us",UPenn,Dr Phoenix CS Andrews,2023-05-04 08:37:48+00:00
@idvck Someone eventually managed to dig up the original - it's 1989 data lol,UPenn,not-a-real-doctor strange ✍🖐,2023-05-04 08:00:01+00:00
"Webcam-based eye tracking and inference on student correctness and mind wandering @StephenHutt  Checks on generalizability and algorithmic bias mostly successful, but not perfect -- more work to be done.",UPenn,Intelligent Systems,2023-05-04 07:16:31+00:00
"""Shribe"" in Mongolian historiography",UPenn,Translation News,2023-05-04 05:28:02+00:00
"""Shribe"" in Mongolian historiography: A couple of days ago, I was having a conversation with one of my former students at a tea/coffee shop (that's what I call 'em because I don't drink coffee very often, almost never). We were talking about a…",UPenn,Language Log,2023-05-04 05:28:02+00:00
@AriDrennen @JonathanGins27 @d237345p What does it take for you to say “this is not ok” and decide that women deserve the safety and comfort of their own safe spaces?,UPenn,CopeHarder,2023-05-04 05:22:18+00:00
"Professor Rathore has taught politics, philosophy and law at premier institutions such as Jawaharlal Nehru University &amp; the University of Delhi, UPenn and Rutgers University, the University of Toronto, Humboldt University, Berlin and LUISS University, Rome.",UPenn,Aakash Singh Rathore,2023-05-04 04:58:19+00:00
Source of the stats above is from Univeristy of Pennsylvania.  👇🏽,UPenn,super soaker,2023-05-04 04:22:23+00:00
“Firms often underinvest up-front in relationships that can forestall certain risks. Let’s look at the unexplained variances on the P&amp;L statement and link them to ESG factors.” - @whenisz at @Wharton,UPenn,"Marissa Rosen, M.E.S.",2023-05-04 03:57:56+00:00
"I apologize in advance to the first-year students that I'll be making read Solenoid for a GE a few years from now. I'm honestly not sure what they thought they'd get out a UPenn education, but I know it wasn't Cărtărescu's sapid meditations on Ethel Voynich and Communist Romania",UPenn,ašeris marija - אָשער,2023-05-04 03:51:59+00:00
"@NatalieOrnell UPenn Law School, in my experience, pays special attention to personal stories. I think you might have high chances of admission there.",UPenn,FNU,2023-05-04 03:25:12+00:00
Repairing fractured metals for more sustainable construction,UPenn,EIN Presswire: Nanotechnology Newswire,2023-05-04 03:10:14+00:00
"Pancreatic Cancer? Not always a death sentence.

Go to Penn! 

My wife has her 1 year postop anniversary in May. Clear margins! No more cancer.

UPenn saved her life. @DawnStensland @GREGSTOCKER @NickKayal",UPenn,Stephen Richardson,2023-05-04 02:46:34+00:00
"Bryce Kania, 2025, picks up an offer from UPenn🔵🔴 @kania_bryce",UPenn,Coach Frank Barone,2023-05-04 02:38:57+00:00
"With science experiments, garden plantings, and twirling flags, @TheNetterCenter celebrated its 30th anniversary at West Philadelphia High School, one of four area secondary schools the Center supports with in-school, after-school and summer programming.",UPenn,Penn,2023-05-04 02:24:20+00:00
@MsAndrea3000 @lontelldtx @ChezCharde How is someone writing their dissertation on something so trivial? And why is UPenn letting this get published under their name? This is high key embarrassing,UPenn,Hoodie,2023-05-04 02:22:11+00:00
@Empire_Disco @ItsBenBlack @PakiMaoist Then here:,UPenn,Slappy Laston,2023-05-04 01:51:14+00:00
"Planning a visit to a college campus? During this program, admissions officers will share general components of campus visits, offer planning advice, and share resources to empower students to make the most of their time exploring an institution.",UPenn,St. X College Info,2023-05-04 01:45:07+00:00
"Congrats to Rebecca Haley &amp; Alex Hamilton, Ph.D. students in  and members of the @MJMitchell_Lab, who were both recently awarded STAR Awards from @SFBiomaterials!

@PennEngineers @Penn_GABE 

Read about their research in the BE blog:",UPenn,Mike Mitchell,2023-05-04 01:37:24+00:00
@mtm14 @MdBreathe Prevented by UPenn? They are the employer? Could nearly ONE BILLION in profits be a possible motivator? 🧐,UPenn,Layla,2023-05-04 01:28:13+00:00
No $turbo loook 4real and NFA but buy $pepe my nerdy friends brother who is a UPENN Eco freak says that the metrics leave and insane amount of room for growth$,UPenn,Chaotic1200,2023-05-04 01:24:22+00:00
4 members of @pennvet and @PennMedicine have been honored by the Helen Keller Foundation and @_BrightFocus with the Hellen Keller Prize for Vision Research. The award recognizes research excellence and career-long contributions to vision science.,UPenn,Penn,2023-05-04 01:20:00+00:00
"@PeterHProudWoke @amandajplatell Google is your friend ,
in case you need it explained to, like a child",UPenn,Alan Ball (pronouns - ME / me / Me ) 🇬🇧⚓️,2023-05-04 01:17:49+00:00
"So, it was Antony Blinkin of the Biden Upenn Center, where classified documents were found and China donated $54 million to, that was in charge of getting 51 former intelligence people to sign the bogus letter of 'earmarks of Russian disinformation about Hunters laptop.",UPenn,Linda Fields-Oxford,2023-05-04 00:40:11+00:00
"submitted two abstracts for academic conferences today &gt;:3c 

(do it!! it's fun!!!",UPenn,cat 🌱,2023-05-04 00:36:37+00:00
What Went Wrong at Bed Bath &amp;; Beyond,UPenn,Peter Pokorny,2023-05-04 00:25:52+00:00
"@Treauge1 When Wuhan-linked corruptocrats, Chinese goals of world hegemony, UPENN/Biden corruption and a gain of function bioweapon intersected on my radar, I didn't want to be a statistic in the Globalists' eugenics program.",UPenn,an0nP4triot1323,2023-05-04 00:22:53+00:00
"Today's  is @FreeLibrary Lewis E 131, a mid-15th century Book of Hours of the Use of Utrecht, written in Dutch using the Geert Groote translation. It includes both large penwork initials and full-page miniatures in ink and colored wash

Online:",UPenn,Stuart Kells,2023-05-04 00:19:24+00:00
Is creating Catch-22s like this consistent with the rule of law? Absolutely not!,UPenn,Winnie Frolik,2023-05-04 00:10:36+00:00
"@woojinrad @Radiology_AI @radai Hi. This is Reza Sirous, currently an R4 at GW University and an informatics fellow at UPenn. Joining UCSF for body fellowship this July.",UPenn,Felipe Kitamura,2023-05-04 00:02:13+00:00
Thank you to @whartonknows for sharing our work on brand purpose. There’s so much opportunity for brand purpose to enhance consumer well-being!,UPenn,Patti Williams,2023-05-03 23:59:07+00:00
"Study: Lilly Alzheimer's therapy slowed patients' cognitive decline.  Great news! This &amp; lecanemab ignite the biomarker revolution of AD care. Stage of disease, Tau levels and apoe4 status will frame ethically charged conversations about quality of mind.",UPenn,PNGC,2023-05-03 23:55:45+00:00
@NotKennyRogers UPenn “owns” them and of course they bend the knee,UPenn,Nutting Sucks,2023-05-03 23:40:43+00:00
"This Friday at 11am EST (4pm BST): Join us for a webinar hosted by @AntheaButler w/ @DrBrookeNewman ,  @PriyamvadaGopal, @Laura__Clancy, &amp; @DavidVeevers1 —The historian's POV on the  of Charles III &amp; the monarchy’s uncertain future. Sign up:",UPenn,Mahendra Dabral,2023-05-03 23:32:45+00:00
Only by combining  from across the country can we get large enough sample sizes for certain  &amp; large data studies could lead to new treatments for rare diseases. - @AwadallaLab @CanPath,UPenn,PNGC,2023-05-03 23:23:55+00:00
"@pepesgrandma Amy Guttman of UPENN was at WEF in Nov 2008 when Obama won. Amy Guttman went to meet Xi in 2009. WEF, XI, Israeli intelligence (Stanford) (and therefore PROMIS-Maximus etc) all in together. BlackRock (MSM) partner of WEF...",UPenn,letshearthetruth,2023-05-03 23:18:40+00:00
"- Michael Barrett, ENG'89

Ready to share your story?",UPenn,Penn Alumni,2023-05-03 23:07:26+00:00
Congrats to ‘24 Macon Emory on his offer from UPenn!,UPenn,Mark A Devey,2023-05-03 23:02:45+00:00
"@AsiaSkyMedia @StephenKing  Biden Crime Family Corruption  is important and how can we ignore it? 
Gun violence is because there aren't enough law-abiding gun owners... such as Police Officers.",UPenn,Batusai Shishio,2023-05-03 22:53:06+00:00
"Bed Bath &amp; Beyond, a category killer, was slow to pivot to e-commerce, unlike Walmart and Target who were faster to adjust, leading to their demise, shares @BarbaraKahn. Kahn discusses financial decisions that further contributed to their pitfall.",UPenn,Barbara Kahn,2023-05-03 22:47:54+00:00
"Congrats to ‘24 Macon Emory on his All-State 3rd Team nod! 

@EmoryMacon has had a great start to the spring, receiving offers from: Delaware, Bucknell, UAlbany, and UPenn.",UPenn,Macon Emory,2023-05-03 22:41:15+00:00
@katiedimartin Geoffrey Pullum has written a lot about people criticising use of the passive voice. His thing is that lots of writing advice is based on bad folk theory of grammar. Not really what you want but could be an entry point.,UPenn,David Lockhart,2023-05-03 22:39:37+00:00
"🎉🎓Congratulations to Penn's 2022-23 Graduate Leadership Awards recipients! 🎓🎉 The awards recognize leadership &amp; contributions to grad &amp; prof student life at Penn. 

Join us for an awards ceremony &amp; reception on Fri 5/12 @ 4pm:",UPenn,Penn Science Policy and Diplomacy Group,2023-05-03 22:31:16+00:00
What Went Wrong at Bed Bath &amp; Beyond,UPenn,Jean Duchaine 🇺🇦🇫🇷,2023-05-03 22:18:19+00:00
Seton Hall Student Presents Research at UPenn - Seton Hall University:,UPenn,Abbie Donovan,2023-05-03 22:07:48+00:00
@mentju4 @JamieMetzl @weisssr she also studied bovine CoVs (ie deer),UPenn,Jim Haslam,2023-05-03 22:02:52+00:00
@QuantumTessera @SafeChem79 @NaOHBartfield @upenn Pretty much every day for 3 summers. Can't forget that one! @PennChemistry,UPenn,Jason Gavenonis,2023-05-03 21:39:06+00:00
"In a new book, “Stable Condition: Elites’ Limited Influence on Health Care Attitudes,” Prof. Daniel Hopkins of @PoliticsAtPenn offers a detailed study of Americans’ opinions about the Affordable Care Act.  @Penn @dhopkins1776",UPenn,Andrew Reeves,2023-05-03 21:38:20+00:00
@prof_gav @SafeChem79 @NaOHBartfield @upenn That's it!!!,UPenn,Teddy Zartler,2023-05-03 21:36:54+00:00
Remembering this fantastic day in 2022 when PMOAS students visited the Permanent Council @ the OAS! We are invite Phila &amp; Norristown HS students to apply for fall 2023!  @CentralHighPHL @phs4girls @BodineHS @HsaMasterman @robesonofficial @KCAPAHS @tuliafa,UPenn,CLALS,2023-05-03 21:33:33+00:00
"@SafeChem79 @QuantumTessera @NaOHBartfield @upenn King's Wok! The guy by DRL with the kielbasa/sauerkraut sandwiches was pretty good, too",UPenn,Jason Gavenonis,2023-05-03 21:28:04+00:00
"Wow. Penn GSE Instructional Coaching certificate, all virtual some of it async. $4500.",UPenn,Gale Morrison,2023-05-03 21:21:07+00:00
Sophia spoke about our Leigh syndrome patient registry and how patient groups can maximize the value of their registry data at the conference organized by @GlobalGenes and @ODC_UPenn,UPenn,CureMITO,2023-05-03 21:20:49+00:00
"Is there anyone more up their own arse than this bellend?

Lia Thomas slams former UPenn teammates as being fake feminists",UPenn,Bigshaw,2023-05-03 21:16:34+00:00
"A rich, smart way to mark the anniversary of Indians arriving in the Caribbean. Conversation between artist Nazrina Rodjan and curator Prof. Suzanne Persard from 1-2 pm on May 5 at UPenn,  Van Pelt Library Room 551, 3420 Walnut St, Philly.
RSVP to Jef Pierce: jfpierce@upenn.edu",UPenn,anthropologyworks,2023-05-03 21:14:47+00:00
.@FAIRRInitiative's latest Climate Risk Tool shows climate-related price increases for livestock companies. Read this thought piece from @uprm's Guillermo Ortiz-Colón from our Global Shifts Colloquium about the effects of climate on the livestock industry:,UPenn,Perry World House,2023-05-03 21:13:00+00:00
"Perkiomen National All-Area forward Macon Emory picks up an offer from UPenn.

Emory also holds offers from Delaware, Bucknell and UAlbany.",UPenn,Evan Wheaton,2023-05-03 21:08:40+00:00
"📢And don't miss out on our in-person conference THIS FRIDAY!

""A Prescription for the Future of Drug Pricing""

The conference is free and open to the public.   Register today!",UPenn,Penn LDI,2023-05-03 21:01:49+00:00
"A study co-authored by @PennMedicine researchers, along with others, proposes a biological test that can detect Parkinson’s disease before symptoms present.",UPenn,Penn Medical Communication Research Institute,2023-05-03 21:00:54+00:00
@QuantumTessera @NaOHBartfield @upenn @PennChemistry Yes so true 🤣,UPenn,Jeff Sperry,2023-05-03 20:54:22+00:00
"@SafeChem79 @NaOHBartfield @upenn No matter what you ordered, the sauce was brown.  But YUMMY! @PennChemistry",UPenn,Teddy Zartler,2023-05-03 20:53:50+00:00
"In all of this, I have a data Privacy certificate from the University of Pennsylvania. That I took the course on the platform of coursera does not remove the UPenn legacy in me 🤲🏽
Thanks 😊",UPenn,Esther Nkechinyere 🇳🇿,2023-05-03 20:53:22+00:00
@QuantumTessera @NaOHBartfield @upenn Yes!!! I also liked the Chinese food truck across the street from the old Chem building,UPenn,Jeff Sperry,2023-05-03 20:52:07+00:00
"@SafeChem79 @NaOHBartfield @upenn Fruit salad ones were the bomb,  and CHEAP!",UPenn,Teddy Zartler,2023-05-03 20:51:23+00:00
@QuantumTessera @NaOHBartfield @upenn Yes they do. Lived off those carts by CHOP!!!,UPenn,Jeff Sperry,2023-05-03 20:49:12+00:00
"In the @NALPorg Bulletin, Joanna Craig, Director of Private Sector Recruiting, explores how increasing efforts to recruit and support neurodiversity in the legal profession raises new disclosure questions.",UPenn,University of Pennsylvania Carey Law School,2023-05-03 20:45:01+00:00
"Are you ready for Commencement Weekend? Don't miss out on our biggest alum event of the year! RSVP now at  and secure your spot for an unforgettable afternoon on Saturday, May 13. See you there!

  @Pennalumni",UPenn,Penn GSE,2023-05-03 20:38:05+00:00
"Dr. Pata Suyemoto is a feminist scholar, writer, educator, curriculum developer, equity trainer, mental health activist, jewelry designer, &amp; avid bicyclist. She earned her doctorate from UPenn, focusing her research on anti-racist education &amp; issues of race and racism.",UPenn,NAMI Massachusetts,2023-05-03 20:37:33+00:00
@lontelldtx @ChezCharde Baby here is her WHOLE dissertation. Report back &amp; thank you,UPenn,Ms. Andrea 3000,2023-05-03 20:30:11+00:00
Apply now for the first ever Perry World House Graduate Essay Prize! We're looking for insightful essays from students from all 12 of Penn's graduate schools that explores how policy can address major global challenges 📚 Read more and apply here:,UPenn,Perry World House,2023-05-03 20:28:00+00:00
